game_identifier,pokemon_identifier,language_identifier,game_revision_from,game_revision_to,flavor_text
violet,vivillon-sandstorm-pattern,it,base,base,"Proviene da terre aride. Lotta rilasciando dalle ali
scaglie velenose dai colori vividi."
violet,flabebe-red-flower,it,base,base,"Un Flabébé sopra a un fiore rosso. Appena nato,
questo Pokémon si lancia subito in volo alla
ricerca di un fiore che gli vada a genio."
violet,flabebe-red-flower,es,base,base,"Cabalga una flor roja. En cuanto nace, revolotea
en busca de una flor de su agrado."
violet,flabebe-orange-flower,it,base,base,"Riceve la forza dai fiori e dà loro in cambio parte
della sua energia. Gli piacciono i fiori arancioni."
violet,flabebe-blue-flower,it,base,base,"Preferisce i fiori blu. Fluttua dolcemente nell’aria
usando il potere sprigionato dal suo fiore."
violet,clauncher,en,base,base,"Clauncher’s claws will regrow if they fall off.
The meat inside the claws is edible, but it has a
distinct flavor that doesn’t appeal to all tastes."
violet,clauncher,it,base,base,"Anche se staccate, le sue chele ricrescono.
La loro polpa è commestibile, ma ha un sapore
particolare: alcuni la amano, altri la odiano."
violet,clawitzer,en,base,base,"The cannonballs of seawater that Clawitzer
launches from its claw are powerful enough to
punch through tanker hulls."
violet,clawitzer,it,base,base,"I proiettili di acqua marina sparati dalla sua chela
sono talmente potenti da riuscire a perforare
lo scafo di una nave cisterna."
violet,clawitzer,de,base,base,"Die Geschosse aus Meerwasser, die es aus seiner
Schere abfeuert, sind stark genug, um den Rumpf
von Tankschiffen zu durchbohren."
violet,clawitzer,es,base,base,"Los proyectiles de agua marina que dispara
por la pinza poseen tal potencia que pueden
perforar el casco de un petrolero."
violet,avalugg,fr,base,base,"Ce géant de glace écrase tous les obstacles sans
distinction. Lorsqu’il flotte sur la mer, il ressemble
à s’y méprendre à un iceberg."
violet,avalugg,it,base,base,"Schiaccia qualsiasi cosa lo intralci con il suo
enorme corpo di ghiaccio. Quando galleggia
nel mare, è tale e quale a un pezzo di banchisa."
violet,avalugg-hisuian-form,fr,base,base,"Ce géant de glace écrase tous les obstacles sans
distinction. Lorsqu’il flotte sur la mer, il ressemble
à s’y méprendre à un iceberg."
violet,avalugg-hisuian-form,it,base,base,"Schiaccia qualsiasi cosa lo intralci con il suo
enorme corpo di ghiaccio. Quando galleggia
nel mare, è tale e quale a un pezzo di banchisa."
violet,noivern,en,base,base,"In the dark, even Hydreigon are terrified of this
Pokémon. But in the light, Noivern is the one that
avoids battle."
violet,crabominable,fr,base,base,"Ses coups sont puissants, mais il se déplace
lentement. Il immobilise ses adversaires en
leur envoyant une écume glacée."
violet,crabominable,es,base,base,"Sus puñetazos son temibles, pero se mueve muy
lentamente. Escupe burbujas gélidas a sus rivales
para inmovilizarlos."
violet,toxapex,en,base,base,"Toxapex gets into fierce battles with Bruxish over
areas where warm ocean currents flow, but the
odds are always against it."
violet,toxapex,it,base,base,"Lotta ferocemente con i Bruxish per il controllo
delle zone in cui scorrono le correnti più calde,
ma raramente ha la meglio."
violet,toxapex,de,base,base,"Aggrostella kämpft mit Knirfish erbittert um
Gebiete mit warmer Meeresströmung, doch es
ist meist im Nachteil."
violet,toxapex,es,base,base,"Se enfrenta a Bruxish en violentas disputas por
las zonas de corrientes cálidas, aunque siempre
lleva las de perder."
violet,oranguru,en,base,base,"This Pokémon lives quietly in the depths of the
forest. The purple, cape-like fur gets longer and
longer as Oranguru ages."
violet,oranguru,es,base,base,"Vive tranquilamente en las profundidades del
bosque. El pelo morado que le crece a modo
de capa se va alargando con los años."
violet,palossand,en,base,base,"From the hollows in its arms, it fires the bones
of its victims, which are all dried up after being
drained of their vitality."
violet,palossand,it,base,base,"Dalle cavità nelle braccia espelle le ossa delle
sue vittime rinsecchite e ormai prosciugate di
ogni energia vitale."
violet,palossand,es,base,base,"Dispara por los huecos que tiene en los brazos
los huesos de aquellos cuya energía vital ha
absorbido por completo."
violet,bruxish,fr,base,base,"Quand les rayons du soleil se réfléchissent sur
les ondes formées par ses grincements de dents,
l’eau autour de lui brille de mille feux."
violet,corvisquire,en,base,base,"This intelligent Pokémon will quickly learn how to
use any tool it can hold in its beak or its talons."
violet,corviknight,en,base,base,"Although its wings have partly turned to steel and
become heavy as a result, this Pokémon flies
through the skies with ease."
violet,corviknight,it,base,base,"Una parte delle sue ali si è tramutata in acciaio,
ma riesce a librarsi in volo tranquillamente
malgrado il peso aggiuntivo."
violet,drednaw,en,base,base,"Drednaw lurks along the shoreline. When prey
come to drink water, Drednaw stretches its neck
out and chomps down on them."
violet,drednaw,it,base,base,"Si nasconde vicino alla riva in attesa che le prede
vadano ad abbeverarsi, per poi allungare il collo
e azzannarle."
violet,drednaw,es,base,base,"Acecha a la orilla del agua. Cuando una presa se
acerca a beber, estira el cuello y le pega un buen
mordisco."
violet,carkol,en,base,base,"Due to the coal tar created inside it, the heap of
coal on Carkol’s back never falls apart, even
when the Pokémon rolls around at high speeds."
violet,flapple,jp-kana,base,base,"￹体液￺たいえき￻で　りんごを　￹補修￺ほしゅう￻する。
￹歴戦￺れきせん￻の　￹強者￺きょうしゃ￻の　りんごは
￹全体的￺ぜんたいてき￻に　￹粘土色￺ねんどいろ￻。"
violet,flapple,jp-kanji,base,base,"￹体液￺たいえき￻で　りんごを　￹補修￺ほしゅう￻する。
￹歴戦￺れきせん￻の　￹強者￺きょうしゃ￻の　りんごは
￹全体的￺ぜんたいてき￻に　￹粘土色￺ねんどいろ￻。"
violet,sandaconda,it,base,base,"La ghiaia appuntita che si trova nella sabbia
che espelle è in realtà sabbia mista a saliva
solidificatasi in forme irregolari."
violet,sandaconda,es,base,base,"La grava puntiaguda que mezcla con la arena
que escupe se forma a partir de arena que ha
compactado irregularmente con su saliva."
violet,barraskewda,en,base,base,"It swims at speeds of over 100 knots and battles
fiercely with pods of Finizen over prey."
violet,hattrem,es,base,base,"En cuanto encuentra a alguien que transmite
emociones intensas, lo golpea con sus mechones
para dejarlo sin sentido y acallarlas."
violet,grimmsnarl,en,base,base,"It lives deep within the forest. Even after evolving
into this splendid form, it hasn’t given up on its
petty misdeeds and pranks."
violet,grimmsnarl,fr,base,base,"Il vit au fin fond des forêts. Il a beau avoir évolué
en une créature majestueuse, il continue à faire
des farces et à jouer de mauvais tours."
violet,grimmsnarl,it,base,base,"Vive nelle profondità dei boschi. Per quanto si
sia evoluto in questa splendida forma, non ha
perso il vizio di fare dispetti e cattiverie."
violet,grimmsnarl,es,base,base,"Vive en lo más profundo del bosque. A pesar de
haber evolucionado, no abandona las pequeñas
bromas y las trastadas."
violet,falinks,en,base,base,"The leader, known as the brass, uses its
extendible horn to issue orders to the others
when it’s time to change formation."
violet,falinks,it,base,base,"L’elemento che viene considerato il capo usa
il proprio corno estensibile per indicare
al gruppo in che tipo di formazione schierarsi."
violet,falinks,de,base,base,"Mit seinem ausfahrbaren Horn gibt der Anführer
Befehle zur Formationsänderung."
violet,falinks,es,base,base,"El líder utiliza su cuerno, capaz de expandirse
y contraerse, para ordenar a los demás que
cambien la formación."
violet,copperajah,it,base,base,"Ha un’indole orgogliosa e stizzosa. I Copperajah
con la pelle di colore verde acceso sono riveriti
dai propri simili."
violet,copperajah,es,base,base,"Es orgulloso y difícil de tratar. Aquellos con un
tono de piel verde más vivo se ganan el respeto
de sus congéneres."
violet,dragapult,de,base,base,"Das schnellste Exemplar einer Gruppe ist immer
von Grolldra umgeben, die darauf aus sind,
mit Schallgeschwindigkeit zu fliegen."
violet,dragapult,es,base,base,"El más veloz de la manada siempre está rodeado
de Dreepy deseosos de volar a velocidades
supersónicas."
violet,meowscarada,jp-kana,base,base,"￹敵￺てき￻の　￹意識￺いしき￻を　￹巧￺たく￻みに　そらし
￹花粉￺かふん￻が　￹詰￺つ￻まった　￹花爆弾￺はなばくだん￻を
いつの￹間￺ま￻にか　￹取￺と￻りつけ　￹爆破￺ばくは￻する。"
violet,meowscarada,jp-kanji,base,base,"￹敵￺てき￻の　￹意識￺いしき￻を　￹巧￺たく￻みに　そらし
￹花粉￺かふん￻が　￹詰￺つ￻まった　￹花爆弾￺はなばくだん￻を
いつの￹間￺ま￻にか　￹取￺と￻りつけ　￹爆破￺ばくは￻する。"
violet,skeledirge,en,base,base,"Skeledirge’s gentle singing soothes the souls of
all that hear it. It burns its enemies to a crisp with
flames of over 5,400 degrees Fahrenheit."
violet,skeledirge,it,base,base,"Il suo dolce canto placa l’animo di chiunque
lo ascolti. Riduce in cenere il nemico con fiamme
che raggiungono i 3.000 ºC."
violet,skeledirge,es,base,base,"Su dulce canto calma el espíritu de quien lo oye.
Achicharra a sus enemigos con llamas que llegan
a alcanzar los 3000 ºC."
violet,lechonk,jp-kana,base,base,"￹選￺よ￻りすぐりの　エサしか　￹食￺た￻べない。
￹体￺からだ￻から　￹虫￺むし￻ポケモンが　￹嫌￺きら￻う
ハーブのような　￹香￺かお￻りを　￹放￺はな￻つ。"
violet,lechonk,jp-kanji,base,base,"￹選￺よ￻りすぐりの　エサしか　￹食￺た￻べない。
￹体￺からだ￻から　￹虫￺むし￻ポケモンが　￹嫌￺きら￻う
ハーブのような　￹香￺かお￻りを　￹放￺はな￻つ。"
violet,oinkologne-female,es,base,base,"Un Pokémon meticuloso que adora la pulcritud.
Se envuelve de una fragancia floral que calma
a los Pokémon de su alrededor."
violet,tandemaus,de,base,base,"Die beiden sind unzertrennlich. Finden sie Futter,
teilen sie dieses in zwei identische Hälften,
ehe sie es zu fressen beginnen."
violet,maushold-family-of-four,es,base,base,"En combate, los dos más grandes luchan a la vez
que defienden a las crías. Cuando se enfrentan a
adversarios fuertes, todos se unen a la refriega."
violet,fidough,it,base,base,"Il lievito contenuto nel suo alito è utile in cucina,
perciò questo Pokémon è stato protetto
dagli esseri umani fin dall’antichità."
violet,dachsbun,en,base,base,"The surface of this Pokémon’s skin hardens when
exposed to intense heat, and its body has an
appetizing aroma."
violet,arboliva,en,base,base,"This Pokémon drives back enemies by launching
its rich, aromatic oil at them with enough force to
smash a boulder."
violet,arboliva,it,base,base,"Respinge i nemici con un getto del suo olio
corposo e profumato, così potente da frantumare
anche la roccia."
violet,arboliva,es,base,base,"Repele a sus enemigos disparando su exquisito
y fragante aceite a una presión que bastaría
para partir una roca."
violet,naclstack,it,base,base,"Comprime salgemma all’interno del corpo per
creare proiettili salini, che spara con una potenza
tale da trafiggere lastre di ferro."
violet,garganacl,en,base,base,"Many Pokémon gather around Garganacl, hoping
to lick at its mineral-rich salt."
violet,garganacl,it,base,base,"Sono molti i Pokémon che si raccolgono attorno
a Garganacl per leccare il suo sale ricchissimo
di minerali."
violet,garganacl,de,base,base,"Viele Pokémon scharen sich um Saltigant, in der
Hoffnung, an seinem mineralreichen Salz lecken
zu können."
violet,bellibolt,fr,base,base,"L’organe semblable à un œil qui se trouve sur
son ventre sert à projeter l’électricité produite
par son nombril-dynamo."
violet,bellibolt,es,base,base,"Los órganos que parecen ojos sirven en realidad
para descargar toda la electricidad generada por
la dinamo de su ombligo."
violet,wattrel,en,base,base,"These Pokémon make their nests on coastal cliffs.
The nests have a strange, crackling texture, and
they’re a popular delicacy."
violet,kilowattrel,en,base,base,"It uses its throat sac to store electricity generated
by its wings. There’s hardly any oil in its feathers,
so it is a poor swimmer."
violet,maschiff,it,base,base,"La mandibola e le zanne sono così potenti e ben
sviluppate da poter sgretolare la pietra.
Lo spesso strato di grasso gli dà un’ottima difesa."
violet,mabosstiff,es,base,base,"Le encanta jugar con los niños. Normalmente es
afable, pero, cuando ha de proteger a su familia,
adopta un aspecto amenazante."
violet,shroodle,jp-kana,base,upd-131,"￹縄張￺なわば￻りに　￹敵￺てき￻が　￹近￺ちか￻づかないよう
￹刺激臭￺しげきしゅう￻がする　￹毒液￺どくえき￻で
￹巣￺す￻の　まわりに　￹図形￺ずけい￻を　￹描￺か￻く。"
violet,shroodle,jp-kanji,base,upd-131,"￹縄張￺なわば￻りに　￹敵￺てき￻が　￹近￺ちか￻づかないよう
￹刺激臭￺しげきしゅう￻がする　￹毒液￺どくえき￻で
￹巣￺す￻の　まわりに　￹図形￺ずけい￻を　￹描￺か￻く。"
violet,grafaiai,es,base,base,"Cada individuo pinta un patrón único y distintivo
que irá replicando de forma constante a lo largo
de toda su vida."
violet,brambleghast,es,base,base,"Suele deambular por zonas áridas. En muy raras
ocasiones, aparecen en masa y llegan a sepultar
un pueblo entero."
violet,klawf,en,base,base,"This Pokémon lives on sheer cliffs. It sidesteps
opponents’ attacks, then lunges for their weak
spots with its claws."
violet,klawf,it,base,base,"Vive su ripidi dirupi. Schiva gli attacchi
muovendosi di lato mentre mira dritto al punto
debole del nemico con le sue chele."
violet,klawf,es,base,base,"Habita en acantilados escarpados. Evade los
ataques enemigos echándose a un lado y luego
apunta a sus puntos vitales con las pinzas."
violet,rellor,en,base,base,"It rolls its mud ball around while the energy it
needs for evolution matures. Eventually the time
comes for it to evolve."
violet,wugtrio,en,base,base,"A variety of fish Pokémon, Wugtrio was once
considered to be a regional form of Dugtrio."
violet,wugtrio,de,base,base,"Schligda ist eine Art Fisch-Pokémon. Einst wurde
es für eine Regionalform von Digdri gehalten."
violet,wugtrio,de,upd-101,upd-110,"Schligda ist eine Art Fisch-Pokémon.
Einst wurde es für eine Regionalform
von Digdri gehalten."
violet,wugtrio,es,base,base,"Una variedad de Pokémon pez. En el pasado
se creía erróneamente que podía ser una forma
regional de Dugtrio."
violet,bombirdier,en,base,base,"Bombirdier uses the apron on its chest to bundle
up food, which it carries back to its nest. It enjoys
dropping things that make loud noises."
violet,finizen,es,base,base,"Su anillo de agua está compuesto por una mezcla
de agua marina y de un líquido aglutinante que
segrega por el espiráculo."
violet,revavroom,it,base,base,"Intimidisce il nemico con il rumore assordante dei
suoi scarichi. Spruzza liquido tossico dalla bocca
cilindrica facendo pernacchie."
violet,orthworm,en,base,base,"This Pokémon lives in arid deserts. It maintains its
metal body by consuming iron from the soil."
violet,orthworm,it,base,base,"Vive in zone sabbiose dal clima secco. Si nutre
del ferro contenuto nel terreno per sostentare
il suo corpo metallico."
violet,orthworm,es,base,base,"Habita en desiertos áridos. Se alimenta del hierro
del suelo para mantener su cuerpo férreo."
violet,houndstone,fr,base,base,"Il est la réincarnation d’un Pokémon regretté
et il n’aime pas que l’on touche la protubérance
sur sa tête."
violet,houndstone,it,base,base,"È la reincarnazione di un Pokémon molto amato
in vita e altrettanto compianto. Detesta che gli si
tocchi la protuberanza che ha sulla testa."
violet,houndstone,es,base,base,"La reencarnación de un Pokémon muy querido
y llorado. Odia que le toquen la protuberancia
de la cabeza."
violet,cetoddle,it,base,base,"Vive in regioni fredde in branchi di circa cinque
esemplari. È ghiotto dei minerali contenuti
nella neve e nel ghiaccio."
violet,cetoddle,de,base,base,"In Herden aus circa fünf Artgenossen bewohnt es
frostige Gebiete. Am liebsten frisst es Mineralien,
die in Schnee und Eis enthalten sind."
violet,cetoddle,es,base,base,"Viven en manadas de unos cinco individuos
en regiones gélidas. Les encantan los minerales
presentes en la nieve y el hielo."
violet,cetitan,en,base,base,"Ice energy builds up in the horn on its upper jaw,
causing the horn to reach cryogenic temperatures
that freeze its surroundings."
violet,cetitan,es,base,base,"Acumula energía gélida en el cuerno del maxilar
superior, que llega a alcanzar temperaturas muy
bajas y congelar sus alrededores."
violet,dondozo,en,base,base,"It treats Tatsugiri like its boss and follows it
loyally. Though powerful, Dondozo is apparently
not very smart."
violet,dondozo,es,base,base,"Idolatra a Tatsugiri y lo trata como a un líder.
Posee una fuerza descomunal, pero no destaca
precisamente por su gran intelecto."
violet,annihilape,es,base,base,"Machaca sin piedad a sus rivales concentrando
en los puños hasta el último ápice de ira
albergada en su corazón."
violet,clodsire,en,base,base,"It lives at the bottom of ponds and swamps.
It will carry Wooper on its back and ferry them
across water from one shore to the other."
violet,clodsire,es,base,base,"Vive en el fondo de los estanques y pantanos.
Nada con Wooper sobre el lomo para ayudarlos
a cruzar de una orilla a otra."
violet,dudunsparce-two-segment-form,en,base,base,"It drives enemies out of its nest by sucking in
enough air to fill its long, narrow lungs, then
releasing the air in an intense blast."
violet,dudunsparce-two-segment-form,fr,base,base,"Il chasse ses adversaires de son nid avec de
violentes bourrasques qu’il génère en expirant
l’air accumulé dans ses poumons longs et fins."
violet,dudunsparce-three-segment-form,fr,base,base,"Une étude récente a démontré que le nombre
de segments qui composent son corps est
déterminé par ses gènes."
violet,dudunsparce-three-segment-form,it,base,base,"Dalle ultime ricerche è emerso che il numero di
segmenti del suo corpo è determinato a livello
genetico."
violet,dudunsparce-three-segment-form,de,base,base,"Neue Studien haben ergeben, dass die Anzahl
seiner Körpersegmente von den Genen bestimmt
wird."
violet,dudunsparce-three-segment-form,es,base,base,"En un estudio reciente se descubrió que el
número de segmentos de su cuerpo está
determinado por su genética."
violet,kingambit,it,base,base,"Lotta al comando di un grande battaglione, ma
non è bravo a escogitare strategie sofisticate,
perciò si limita a usare la forza bruta."
violet,great-tusk,en,base,base,"This creature resembles a mysterious Pokémon
that, according to a paranormal magazine, has
lived since ancient times."
violet,great-tusk,fr,base,base,"Il ressemble à un Pokémon mystérieux qui,
selon une revue consacrée aux phénomènes
paranormaux, existerait depuis la nuit des temps."
violet,great-tusk,it,base,base,"Somiglia a un Pokémon enigmatico che, stando
a una rivista di paranormale, esiste fin da tempi
antichissimi."
violet,great-tusk,de,base,base,"Es gleicht einem geheimnisvollen Pokémon, das
einer esoterischen Zeitschrift zufolge seit grauer
Vorzeit überdauert haben soll."
violet,great-tusk,es,base,base,"Su aspecto recuerda al de un extraño Pokémon
de origen primitivo que apareció en un artículo
de cierta revista esotérica."
violet,scream-tail,es,base,base,"Guarda similitud con el supuesto aspecto que,
según una revista esotérica, tenía Jigglypuff hace
mil millones de años."
violet,brute-bonnet,es,base,base,"Guarda un leve parecido con un Pokémon mitad
dinosaurio y mitad seta que apareció en un
artículo de cierta revista de dudosa veracidad."
violet,iron-treads,en,base,base,"Sightings of this Pokémon have occurred in recent
years. It resembles a mysterious object described
in an old expedition journal."
violet,iron-treads,it,base,base,"Alcuni riportano di averlo avvistato negli ultimi
anni. Somiglia a un oggetto misterioso descritto
in un antico diario di viaggio."
violet,iron-treads,es,base,base,"Se han constatado avistamientos en los últimos
años. Su aspecto se asemeja al de un misterioso
objeto descrito en un diario antiguo."
violet,iron-hands,en,base,base,"This Pokémon shares many similarities with
Iron Hands, an object mentioned in a certain
expedition journal."
violet,iron-hands,it,base,base,"Ha molti aspetti in comune con Manoferrea,
un oggetto menzionato in un certo diario
di viaggio."
violet,iron-hands,es,base,base,"Este Pokémon comparte muchas características
con Ferropalmas, un objeto descrito en cierto
diario."
violet,iron-jugulis,en,base,base,"It’s possible that Iron Jugulis, an object described
in an old book, may actually be this Pokémon."
violet,iron-jugulis,es,base,base,"Es posible que se trate de Ferrocuello, un objeto
mencionado en unos viejos escritos."
violet,chien-pao,en,base,base,"The hatred of those who perished by the sword
long ago has clad itself in snow and become
a Pokémon."
violet,chien-pao,fr,base,base,"La haine de personnes ayant jadis succombé
au fil de l’épée s’est mêlée à de la neige et
a pris vie."
violet,chien-pao,de,base,base,"Der Hass derjenigen, die vor langer Zeit durch
das Schwert umkamen, hüllte sich in Schnee und
wurde zu diesem Pokémon."
violet,koraidon-apex-build,de,base,base,"Es ähnelt Mopex, ist aber deutlich kräftiger und
brutaler. Über seine Lebensweise ist nichts
bekannt."
violet,miraidon-ultimate-mode,en,base,base,"This seems to be the Iron Serpent mentioned in
an old book. The Iron Serpent is said to have
turned the land to ash with its lightning."
violet,miraidon-ultimate-mode,it,base,base,"Sembra che sia il Serpeferrea di cui si parla in
un vecchio libro. Si dice che con i suoi fulmini
abbia tramutato la terra in cenere."
violet,miraidon-ultimate-mode,de,base,base,"Offenbar ist dies das Objekt Eisenschlange, das
in einer alten Schrift erwähnt wurde. Es soll das
Land mit Blitzen zu Asche verwandelt haben."
violet,miraidon-ultimate-mode,es,base,base,"Parece tratarse de la criatura Ferromandra, que,
según unos viejos escritos, transformó la tierra
en cenizas con sus rayos."
