game_identifier,pokemon_identifier,language_identifier,game_revision,flavor_text
scarlet,garchomp,it,base,"Si dice che, quando va a tutta velocità, le sue ali
creino lame d’aria in grado di abbattere gli alberi
vicini."
scarlet,hippopotas,en,base,"It shuts its nostrils tight, then travels through sand
as if walking. They form colonies of around 10."
scarlet,hippopotas,fr,base,"Ce Pokémon peut obturer ses narines et avancer
dans le sable avec aisance. Il vit en colonies
d’environ dix individus."
scarlet,hippopotas,it,base,"Chiude le narici e poi avanza nella sabbia in
tutta tranquillità. Vive in gruppi di una decina
di esemplari."
scarlet,hippopotas,es,base,"Cierra los orificios nasales y luego se desplaza
por la arena con total tranquilidad. Suele formar
colonias de diez individuos."
scarlet,hippowdon,en,base,"It is surprisingly quick to anger. It holds its mouth
agape as a display of its strength."
scarlet,hippowdon,it,base,"Si infuria molto facilmente. Per mostrare la sua
forza tiene la bocca spalancata."
scarlet,hippowdon,es,base,"Mantiene la boca abierta para mostrar su fuerza.
Se enfada con sorprendente rapidez."
scarlet,toxicroak,it,base,"Con il suo corpo flessibile schiva l’attacco del
nemico e lo trafigge al volo con spine velenose."
scarlet,snover,it,base,"In inverno scende fino ai piedi delle montagne,
ma in primavera se ne torna sulle cime montuose
dove c’è ancora neve."
scarlet,snover,es,base,"En las estaciones frías baja al pie de la montaña,
pero regresa a las cimas nevadas en primavera."
scarlet,abomasnow,en,base,"It lives a quiet life on mountains that are
perpetually covered in snow. It hides itself
by whipping up blizzards."
scarlet,abomasnow,it,base,"Vive nella pace delle cime montuose tra le nevi
perenni. Si nasconde scatenando bufere di neve."
scarlet,abomasnow,de,base,"Es führt ein ruhiges Leben im Gebirge, wo ewiger
Schnee liegt, und löst Blizzards aus, um sich
zu verstecken."
scarlet,abomasnow,es,base,"Vive en paz en cordilleras de nieves eternas.
Genera ventiscas para ocultarse."
scarlet,magnezone,it,base,"Vola per il cielo inviando misteriose onde
elettromagnetiche e ricevendo onde sconosciute."
scarlet,magnezone,es,base,"Se dice que mientras vuela emite unas ondas
eléctricas misteriosas, a la vez que recibe otras
ondas desconocidas."
scarlet,zoroark,en,base,"Stories say those who tried to catch Zoroark were
trapped in an illusion and punished."
scarlet,zoroark-hisuian-form,en,base,"Stories say those who tried to catch Zoroark were
trapped in an illusion and punished."
scarlet,eelektross,it,base,"Striscia fuori dal mare con la sola forza dei propri
arti. Poi attacca la preda a riva e con un guizzo la
trascina con sé in acqua."
scarlet,eelektross,de,base,"Es kriecht mithilfe seiner Arme an Land, stürzt
sich auf seine Beute und zerrt sie augenblicklich
ins Meer."
scarlet,eelektross,es,base,"Sale del mar con la fuerza de sus brazos y ataca
a sus presas en la costa. Luego se las lleva de
vuelta al mar."
scarlet,beartic,en,base,"It is a ferocious, carnivorous Pokémon. Once it
captures its prey, it will breathe cold air onto the
prey to freeze and preserve it."
scarlet,beartic,it,base,"Pokémon carnivoro e feroce, usa il suo respiro
gelido per congelare le prede catturate e
conservarle."
scarlet,beartic,es,base,"Un fiero Pokémon carnívoro. Cuando atrapa a
una presa, exhala un vaho gélido con el fin de
congelarla y conservarla."
scarlet,mienshao,jp-kana,upd-201,"￹奇妙￺きみょう￻な￹声￺こえ￻で　￹吠￺ほ￻えたら　￹危険￺きけん￻。
￹目￺め￻にも￹止￺と￻まらぬ　キックや　チョップの
￹連続攻撃￺れんぞくこうげき￻が　￹始￺はじ￻まるぞ。"
scarlet,mienshao,jp-kana,upd-202,"￹奇妙￺きみょう￻な￹声￺こえ￻で　￹吠￺ほ￻えたら　￹危険￺きけん￻。
￹目￺め￻にも￹止￺と￻まらぬ　キックや　チョップの
￹連続攻撃￺れんぞくこうげき￻が　￹始￺はじ￻まるぞ。"
scarlet,mienshao,jp-kanji,upd-201,"￹奇妙￺きみょう￻な￹声￺こえ￻で　￹吠￺ほ￻えたら　￹危険￺きけん￻。
￹目￺め￻にも￹止￺と￻まらぬ　キックや　チョップの
￹連続攻撃￺れんぞくこうげき￻が　￹始￺はじ￻まるぞ。"
scarlet,mienshao,jp-kanji,upd-202,"￹奇妙￺きみょう￻な￹声￺こえ￻で　￹吠￺ほ￻えたら　￹危険￺きけん￻。
￹目￺め￻にも￹止￺と￻まらぬ　キックや　チョップの
￹連続攻撃￺れんぞくこうげき￻が　￹始￺はじ￻まるぞ。"
scarlet,braviary,en,base,"The more scars they have, the more respect these
brave soldiers of the sky get from their peers."
scarlet,braviary,it,base,"È l’intrepido guerriero del cielo. Si dice che sia
tanto più rispettato dai suoi simili quante più
sono le sue cicatrici."
scarlet,braviary-hisuian-form,en,base,"The more scars they have, the more respect these
brave soldiers of the sky get from their peers."
scarlet,braviary-hisuian-form,it,base,"È l’intrepido guerriero del cielo. Si dice che sia
tanto più rispettato dai suoi simili quante più
sono le sue cicatrici."
scarlet,zweilous,jp-kana,base,"￹頭￺あたま￻どうしの　￹仲￺なか￻は　￹悪￺わる￻い。
２つの　￹頭￺あたま￻を　￹可愛￺かわい￻がらないと
￹嫉妬￺しっと￻で　￹大喧嘩￺おおげんか￻を　￹始￺はじ￻める。"
scarlet,zweilous,jp-kanji,base,"￹頭￺あたま￻どうしの　￹仲￺なか￻は　￹悪￺わる￻い。
２つの　￹頭￺あたま￻を　￹可愛￺かわい￻がらないと
￹嫉妬￺しっと￻で　￹大喧嘩￺おおげんか￻を　￹始￺はじ￻める。"
scarlet,fletchling,en,base,"This Pokémon is normally calm, but once it enters
battle, its hormonal balance changes and it
becomes aggressive."
scarlet,fletchinder,en,base,"Fletchinder scatters embers in tall grass where
bug Pokémon might be hiding and then catches
them as they come leaping out."
scarlet,fletchinder,it,base,"Sparge scintille nell’erba alta tra cui pensa siano
nascosti dei Pokémon Coleottero e, non appena
saltano fuori, li acchiappa."
scarlet,talonflame,en,base,"It has top-notch flying capabilities. It flies around
easily, even while carrying prey that weighs more
than 220 lbs."
scarlet,talonflame,it,base,"Le sue capacità di volo sono stupefacenti. Riesce
a volare con estrema facilità anche dopo aver
afferrato una preda di oltre 100 kg."
scarlet,pyroar,it,base,"Le femmine collaborano per procacciare il cibo
e grazie a loro il branco non patisce la fame."
scarlet,flabebe-blue-flower,es,base,"Cabalga una flor azul. Cuando encuentra una flor
de su agrado, la atesora de por vida."
scarlet,flabebe-white-flower,en,base,"This Flabébé rides a white flower. The wind blows
this Pokémon around as it drifts in search of
flower gardens."
scarlet,clawitzer,en,base,"Clawitzer can move through the water at a speed
of 60 knots by using gas inside its body to expel
water from the back of its claw."
scarlet,clawitzer,it,base,"Usando i gas nel suo corpo riesce a espellere
acqua dal retro della sua chela e nuotare a una
velocità di 60 nodi."
scarlet,clawitzer,es,base,"Emplea el gas de su cuerpo para lanzar chorros
de agua por la parte trasera de su pinza que le
permiten nadar a una velocidad de 60 nudos."
scarlet,avalugg,en,base,"As Avalugg walks along with Bergmite on its back,
it comes across pods of Cetitan. It lets them pass
to avoid conflict."
scarlet,avalugg-hisuian-form,en,base,"As Avalugg walks along with Bergmite on its back,
it comes across pods of Cetitan. It lets them pass
to avoid conflict."
scarlet,noivern,en,base,"Ultrasonic waves emitted by a Noivern can
pulverize a large boulder. This Pokémon has
a cruel disposition."
scarlet,crabrawler,en,base,"This Pokémon punches trees and eats the berries
that drop down, training itself and getting food
at the same time."
scarlet,toxapex,it,base,"Vive in una cupola creata coi suoi stessi tentacoli.
Usa gli artigli per scandagliare i dintorni e
percepire i movimenti della marea."
scarlet,oranguru,en,base,"People used to mistake Oranguru for a human
when they saw it issue command after command
to the other Pokémon of the forest."
scarlet,oranguru,it,base,"Vedendolo dare ordini agli altri Pokémon nella
foresta, in passato la gente lo scambiava spesso
per un essere umano."
scarlet,palossand,es,base,"Un Pokémon terrorífico que atrapa a Pokémon
pequeños dentro de su cuerpo arenoso y les
absorbe la vitalidad cuando se le antoja."
scarlet,corvisquire,en,base,"It’s said that the reason behind Corvisquire’s high
level of intelligence is the large size of its brain
relative to those of other bird Pokémon."
scarlet,drednaw,en,base,"Its massive, jagged teeth can crush a boulder in
a single bite. This Pokémon has an extremely
vicious disposition."
scarlet,drednaw,it,base,"Con la sua grande mascella frastagliata riesce a
frantumare una roccia con un morso. Ha un
temperamento estremamente aggressivo."
scarlet,carkol,it,base,"Se si emoziona, la sua temperatura interna sale.
Corre freneticamente qua e là sputando fiamme."
scarlet,coalossal,it,base,"Intimidisce gli avversari agitandosi vigorosamente
per spargere tutt’intorno i carboni ardenti che
porta sulle spalle."
scarlet,flapple,it,base,"Svolazza qua e là in attesa del momento giusto
per attaccare sputando un liquido talmente
acido da sciogliere persino il metallo."
scarlet,sandaconda,en,base,"It will expand its body as much as it can and then
contract itself, blasting out sand with enough
force to wash away a dump truck."
scarlet,sandaconda,it,base,"Contrae il suo corpo fino all’estremo per poi
espellere sabbia con una potenza tale da
trascinare via anche un mezzo pesante."
scarlet,sandaconda,es,base,"Estira y contrae su cuerpo al máximo para
expulsar arena con tal potencia que puede
mover incluso un camión."
scarlet,sinistea-phony-form,jp-kana,base,"￹寂￺さび￻しく　￹死￺し￻んだ￹者￺もの￻の　￹魂￺たましい￻が
￹飲￺の￻み￹残￺のこ￻しの　￹紅茶￺こうちゃ￻に　￹憑￺と￻りついた。
ホテルや　￹民家￺みんか￻に　￹現￺あらわ￻れる。"
scarlet,sinistea-phony-form,jp-kanji,base,"￹寂￺さび￻しく　￹死￺し￻んだ￹者￺もの￻の　￹魂￺たましい￻が
￹飲￺の￻み￹残￺のこ￻しの　￹紅茶￺こうちゃ￻に　￹憑￺と￻りついた。
ホテルや　￹民家￺みんか￻に　￹現￺あらわ￻れる。"
scarlet,sinistea-antique-form,jp-kana,base,"こだわりぬいた　カップや　￹紅茶￺こうちゃ￻を
￹用意￺ようい￻し　ヤバチャが　￹憑￺と￻りつくのを
￹待￺ま￻ち￹続￺つづ￻ける　マニアも　いるのだ。"
scarlet,sinistea-antique-form,jp-kanji,base,"こだわりぬいた　カップや　￹紅茶￺こうちゃ￻を
￹用意￺ようい￻し　ヤバチャが　￹憑￺と￻りつくのを
￹待￺ま￻ち￹続￺つづ￻ける　マニアも　いるのだ。"
scarlet,grimmsnarl,en,base,"This Pokémon has complete control over its hair.
Grimmsnarl normally keeps its hair wrapped
around its body to support its muscles."
scarlet,grimmsnarl,it,base,"Manovra la chioma come preferisce. Solitamente
la tiene avvolta attorno al corpo per supportare
i muscoli."
scarlet,grimmsnarl,es,base,"Controla su cabello a placer. Suele enrollarse
el pelo por todo el cuerpo para que le sirva de
soporte muscular."
scarlet,falinks,it,base,"L’elemento che sta davanti e che dà ordini
al gruppo è il più forte e intelligente tra i sei."
scarlet,falinks,de,base,"Der Anführer steht an erster Stelle und gibt die
Befehle. Er ist das stärkste und schlauste Glied
dieses sechsteiligen Pokémon."
scarlet,falinks,es,base,"El líder, que es el más fuerte e inteligente de
los seis, se encuentra al frente y da órdenes a
los demás."
scarlet,stonjourner,en,base,"The elemental composition of the rocks that form
its body were found to match the bedrock of a
land far away from this Pokémon’s habitat."
scarlet,stonjourner,it,base,"La composizione delle pietre che formano il suo
corpo coincide con quella di basamenti rocciosi
molto distanti dal suo habitat."
scarlet,stonjourner,es,base,"Los elementos que componen las rocas de su
cuerpo se han encontrado en lechos de roca
muy alejados de su hábitat."
scarlet,cufant,it,base,"Con la sua proboscide appuntita scava la dura
pietra di cui si nutre. Di carattere mite, aiuta
gli esseri umani nei lavori pesanti."
scarlet,copperajah,en,base,"This Pokémon was brought to Paldea long ago by
people from a faraway land. It’s so strong that it
can easily pull an airplane."
scarlet,copperajah,it,base,"Introdotto tempo fa nella regione da un luogo
remoto, è dotato di una forza tale da poter
trainare un aereo come nulla fosse."
scarlet,dragapult,es,base,"Es capaz de volver todo su cuerpo transparente
al agudizar la mente. Los Dreepy que residen en
sus cuernos también se vuelven invisibles."
scarlet,skeledirge,fr,base,"Quand il chante, son oiseau de feu change de
forme. Cet oiseau serait né lorsqu’une âme a pris
possession de sa boule de feu."
scarlet,skeledirge,it,base,"Si dice che l’uccello di fuoco, plasmato in varie
forme dal suo canto, sia uno spirito che ha preso
dimora nella sua palla di fuoco."
scarlet,skeledirge,es,base,"Se dice que el pájaro flamígero al que da forma
su canto es un espíritu que moraba en la bola de
fuego que le coronaba la cabeza."
scarlet,quaxwell,ko,base,"열심히 얕은 여울을 달리며
하반신을 단련하고, 동료들끼리
발기술의 화려함을 겨룬다."
scarlet,oinkologne-female,it,base,"Emana un profumo simile a quello dei fiori. Può
spiccare facilmente salti di oltre cinque metri
grazie alle zampe dai muscoli ben sviluppati."
scarlet,spidops,en,base,"It clings to branches and ceilings using its threads
and moves without a sound. It takes out its prey
before the prey even notices it."
scarlet,maushold-family-of-three,it,base,"Costruiscono una grande tana divisa in più stanze
a seconda dell’uso: una per dormire, una per
mangiare e così via."
scarlet,maushold-family-of-three,es,base,"Construyen grandes nidos que dividen en varias
cámaras destinadas a distintas funciones, como
dormir o comer."
scarlet,maushold-family-of-four,en,base,"The two little ones just appeared one day.
The group might be a family of related Pokémon,
but nobody knows for sure."
scarlet,maushold-family-of-four,fr,base,"Deux petits sont soudainement apparus à leurs
côtés. Ils forment peut-être une famille, mais
on ne connaît pas leurs liens avec certitude."
scarlet,maushold-family-of-four,it,base,"A un certo punto si sono aggiunti due piccoli.
Potrebbero essere una famiglia, ma non si sa
con sicurezza."
scarlet,maushold-family-of-four,de,base,"Auf einmal waren sie zu viert. Die Gruppe wirkt
wie eine Familie, doch ob das wirklich der
Wahrheit entspricht, ist unklar."
scarlet,maushold-family-of-four,es,base,"Dos crías aparecieron de la noche a la mañana.
Podrían ser familia, pero no se sabe a ciencia
cierta."
scarlet,fidough,es,base,"Resulta húmedo y suave al tacto. Hace fermentar
las cosas a su alrededor con la levadura de su
aliento."
scarlet,arboliva,es,base,"Es pacífico y compasivo. Comparte su delicioso
y nutritivo aceite con los Pokémon que han
perdido las fuerzas."
scarlet,squawkabilly-green-plumage,en,base,"These Pokémon prefer to live in cities. They form
flocks based on the color of their feathers, and
they fight over territory."
scarlet,squawkabilly-white-plumage,en,base,"This Pokémon dislikes being alone. It has a strong
sense of community and survives by cooperating
with allies."
scarlet,squawkabilly-white-plumage,it,base,"Questi Pokémon non amano agire singolarmente.
Hanno un forte spirito di solidarietà e vivono
aiutandosi a vicenda."
scarlet,garganacl,de,base,"Es reibt seine Fingerspitzen aneinander, um Salz
auf verwundete Pokémon zu streuen. Dieses heilt
selbst schwere Verletzungen im Nu."
scarlet,garganacl,es,base,"Cuando encuentra a un Pokémon herido, frota las
puntas de los dedos para rociarlo con sal y curar
rápidamente incluso las heridas más graves."
scarlet,maschiff,it,base,"Si mostra sempre accigliato per evitare di essere
preso sottogamba, ma il suo buffo muso fa ridere
persino i bambini in preda al pianto."
scarlet,mabosstiff,es,base,"Almacena energía en la papada y la libera toda
de golpe para arrasar con sus rivales."
scarlet,grafaiai,jp-kana,base,"エサによって　￹色￺いろ￻が　￹変化￺へんか￻する
￹毒￺どく￻の　￹唾液￺だえき￻を　￹指￺ゆび￻に　￹塗￺まぶ￻して
￹森￺もり￻の　￹木々￺きぎ￻に　￹模様￺もよう￻を　￹描￺か￻く。"
scarlet,grafaiai,jp-kana,upd-101,"エサによって　￹色￺いろ￻が　￹変化￺へんか￻する
￹毒￺どく￻の　￹唾液￺だえき￻を　￹指￺ゆび￻に　￹塗￺まぶ￻して
￹森￺もり￻の　￹木々￺きぎ￻に　￹模様￺もよう￻を　￹描￺か￻く。"
scarlet,grafaiai,jp-kana,upd-110,"エサによって　￹色￺いろ￻が　￹変化￺へんか￻する
￹毒￺どく￻の　￹唾液￺だえき￻を　￹指￺ゆび￻に　￹塗￺まぶ￻して
￹森￺もり￻の　￹木々￺きぎ￻に　￹模様￺もよう￻を　￹描￺か￻く。"
scarlet,grafaiai,jp-kana,upd-120,"エサによって　￹色￺いろ￻が　￹変化￺へんか￻する
￹毒￺どく￻の　￹唾液￺だえき￻を　￹指￺ゆび￻に　￹塗￺まぶ￻して
￹森￺もり￻の　￹木々￺きぎ￻に　￹模様￺もよう￻を　￹描￺か￻く。"
scarlet,grafaiai,jp-kana,upd-130,"エサによって　￹色￺いろ￻が　￹変化￺へんか￻する
￹毒￺どく￻の　￹唾液￺だえき￻を　￹指￺ゆび￻に　￹塗￺まぶ￻して
￹森￺もり￻の　￹木々￺きぎ￻に　￹模様￺もよう￻を　￹描￺か￻く。"
scarlet,grafaiai,jp-kana,upd-131,"エサによって　￹色￺いろ￻が　￹変化￺へんか￻する
￹毒￺どく￻の　￹唾液￺だえき￻を　￹指￺ゆび￻に　￹塗￺まぶ￻して
￹森￺もり￻の　￹木々￺きぎ￻に　￹模様￺もよう￻を　￹描￺か￻く。"
scarlet,grafaiai,jp-kanji,base,"エサによって　￹色￺いろ￻が　￹変化￺へんか￻する
￹毒￺どく￻の　￹唾液￺だえき￻を　￹指￺ゆび￻に　￹塗￺まぶ￻して
￹森￺もり￻の　￹木々￺きぎ￻に　￹模様￺もよう￻を　￹描￺か￻く。"
scarlet,grafaiai,jp-kanji,upd-101,"エサによって　￹色￺いろ￻が　￹変化￺へんか￻する
￹毒￺どく￻の　￹唾液￺だえき￻を　￹指￺ゆび￻に　￹塗￺まぶ￻して
￹森￺もり￻の　￹木々￺きぎ￻に　￹模様￺もよう￻を　￹描￺か￻く。"
scarlet,grafaiai,jp-kanji,upd-110,"エサによって　￹色￺いろ￻が　￹変化￺へんか￻する
￹毒￺どく￻の　￹唾液￺だえき￻を　￹指￺ゆび￻に　￹塗￺まぶ￻して
￹森￺もり￻の　￹木々￺きぎ￻に　￹模様￺もよう￻を　￹描￺か￻く。"
scarlet,grafaiai,jp-kanji,upd-120,"エサによって　￹色￺いろ￻が　￹変化￺へんか￻する
￹毒￺どく￻の　￹唾液￺だえき￻を　￹指￺ゆび￻に　￹塗￺まぶ￻して
￹森￺もり￻の　￹木々￺きぎ￻に　￹模様￺もよう￻を　￹描￺か￻く。"
scarlet,grafaiai,jp-kanji,upd-130,"エサによって　￹色￺いろ￻が　￹変化￺へんか￻する
￹毒￺どく￻の　￹唾液￺だえき￻を　￹指￺ゆび￻に　￹塗￺まぶ￻して
￹森￺もり￻の　￹木々￺きぎ￻に　￹模様￺もよう￻を　￹描￺か￻く。"
scarlet,grafaiai,jp-kanji,upd-131,"エサによって　￹色￺いろ￻が　￹変化￺へんか￻する
￹毒￺どく￻の　￹唾液￺だえき￻を　￹指￺ゆび￻に　￹塗￺まぶ￻して
￹森￺もり￻の　￹木々￺きぎ￻に　￹模様￺もよう￻を　￹描￺か￻く。"
scarlet,brambleghast,it,base,"Apre i rami del volto per ingoiare la preda. Dopo
averne assorbito forza vitale a sufficienza,
la sputa fuori."
scarlet,klawf,en,base,"Klawf hangs upside-down from cliffs, waiting for
prey. But Klawf can’t remain in this position for
long because its blood rushes to its head."
scarlet,rellor,en,base,"This Pokémon creates a mud ball by mixing sand
and dirt with psychic energy. It treasures its mud
ball more than its own life."
scarlet,rellor,es,base,"Mezcla tierra, arena y energía psíquica para crear
una bola de barro que atesora por encima de su
propia vida."
scarlet,wugtrio,de,base,"Entgegen seinem Äußeren ist es von grober Natur.
Mit seinen langen Körpern nimmt es Beute in die
Mangel und zieht sie in sein Nest."
scarlet,wugtrio,es,base,"Es de temperamento agresivo, aunque no lo
parezca. Envuelve a sus presas con sus largos
cuerpos y las arrastra a su nido."
scarlet,bombirdier,it,base,"Intreccia le piume cadute a quelle del petto
per creare un grembiule in cui mettere oggetti,
che fa poi precipitare dall’alto."
scarlet,revavroom,es,base,"Posee ocho cilindros, con los que genera energía
haciendo estallar el gas que produce al mezclar
los minerales de las rocas con su veneno."
scarlet,orthworm,en,base,"When attacked, this Pokémon will wield the
tendrils on its body like fists and pelt the
opponent with a storm of punches."
scarlet,orthworm,it,base,"Quando viene assalito da un nemico, fa vibrare
le ciglia laterali per investirlo con una tempesta
di pugni."
scarlet,orthworm,de,base,"Wird es angegriffen, setzt es seine Borsten wie
Fäuste ein, um damit einen Sturm aus Hieben zu
entfesseln."
scarlet,orthworm,es,base,"Cuando lo atacan, usa los pelos de su cuerpo
a modo de puños y hace llover un aluvión de
puñetazos sobre sus enemigos."
scarlet,houndstone,en,base,"Houndstone spends most of its time sleeping
in graveyards. Among all the dog Pokémon, this
one is most loyal to its master."
scarlet,houndstone,it,base,"Di solito dorme nei cimiteri. Tra i tanti Pokémon
canidi, è quello più fedele a chi lo alleva."
scarlet,cetoddle,en,base,"This species left the ocean and began living on
land a very long time ago. It seems to be closely
related to Wailmer."
scarlet,cetoddle,de,base,"Vor sehr langer Zeit verließ es das Meer, um an
Land zu leben. Angeblich ist es eng mit Wailmer
verwandt."
scarlet,cetoddle,es,base,"Los miembros de esta especie, emparentada al
parecer con los Wailmer, abandonaron hace ya
mucho tiempo el mar para vivir en tierra firme."
scarlet,cetitan,en,base,"This Pokémon wanders around snowy, icy areas.
It protects its body with powerful muscles and
a thick layer of fat under its skin."
scarlet,cetitan,es,base,"Este Pokémon vive en áreas cubiertas de nieve
y hielo. Se protege con su fuerte musculatura y
una gruesa capa de grasa subcutánea."
scarlet,dondozo,en,base,"This Pokémon is a glutton, but it’s bad at getting
food. It teams up with a Tatsugiri to catch prey."
scarlet,dondozo,de,base,"Es ist zwar ein Vielfraß, doch die Jagd liegt ihm
nicht. Deshalb schließt es sich mit Nigiragi
zusammen, um Beute zu fangen."
scarlet,dondozo,es,base,"Le gusta mucho comer, pero no se le da bien
cazar, por lo que aúna fuerzas con Tatsugiri
con el fin de capturar presas."
scarlet,annihilape,en,base,"When its anger rose beyond a critical point, this
Pokémon gained power that is unfettered by the
limits of its physical body."
scarlet,annihilape,it,base,"Superando i livelli critici di rabbia, ha ottenuto
il potere di andare oltre i vincoli del suo corpo
fisico."
scarlet,annihilape,es,base,"Cuando su ira explosiva rebasó el punto crítico,
adquirió un poder que lo libró para siempre de
las limitaciones de su cuerpo material."
scarlet,clodsire,en,base,"When attacked, this Pokémon will retaliate by
sticking thick spines out from its body. It’s a risky
move that puts everything on the line."
scarlet,clodsire,it,base,"Quando si trova sotto attacco, controbatte
sfoderando le spesse spine retrattili, mettendo
così a repentaglio anche se stesso."
scarlet,clodsire,es,base,"Cuando se siente amenazado, repele al enemigo
con sus gruesas púas retráctiles. Esta técnica tan
peligrosa es un arma de doble filo."
scarlet,dudunsparce-two-segment-form,fr,base,"Il se sert de sa queue pour creuser son terrier
dans les profondeurs rocheuses de la terre.
Celui-ci peut faire jusqu’à 10 km de long."
scarlet,dudunsparce-two-segment-form,it,base,"Con la dura coda perfora gli strati rocciosi
del sottosuolo per farne la sua tana, che può
raggiungere i 10 km di profondità."
scarlet,dudunsparce-three-segment-form,en,base,"The gentle Dudunsparce will put Pokémon that
wander into its nest onto its back and carry them
to the entrance."
scarlet,dudunsparce-three-segment-form,it,base,"Ha un temperamento docile. Fa salire sul suo
dorso i Pokémon che finiscono per sbaglio nella
sua tana e li riaccompagna all’ingresso."
scarlet,dudunsparce-three-segment-form,de,base,"Es hat ein sehr sanftes Gemüt. Pokémon, die sich
in sein Nest verirren, trägt es auf seinem Rücken
zurück zum Eingang."
scarlet,kingambit,en,base,"Only a Bisharp that stands above all others in its
vast army can evolve into Kingambit."
scarlet,kingambit,it,base,"Solo il Bisharp che si erge alla vetta della propria
armata può evolversi in Kingambit."
scarlet,kingambit,es,base,"Solo el Bisharp más destacado entre las filas de
cada gran ejército tiene el honor de evolucionar
a Kingambit."
scarlet,great-tusk,en,base,"Sightings of this Pokémon have occurred in recent
years. The name Great Tusk was taken from a
creature listed in a certain book."
scarlet,great-tusk,de,base,"In den letzten Jahren gab es Sichtungen dieses
Pokémon. Eine Kreatur aus einem gewissen Buch
stand Pate für den Namen Riesenzahn."
scarlet,great-tusk,es,base,"Testigos afirman haberlo visto recientemente. El
nombre Colmilargo está tomado de una criatura
mencionada en cierto libro."
scarlet,iron-treads,it,base,"Somiglia molto a un’arma ad alta tecnologia che,
secondo una rivista di paranormale, sarebbe
stata inviata qui dagli alieni."
